id_n,idtax_individual_f,id_table_liste_plots_n,plot_name,sous_plot_name,position_transect,strate_cat,ind_num_sous_plot,herbarium_nbe_char,stem_diameter,issue_stem_diameter,tax_gen,tax_famclass,tax_fam,tax_esp,tax_rank01,tax_nam01,tax_infra_level,tax_infra_level_auth,id_trait_measures_stem_diameter,data_modif_d,data_modif_m,data_modif_y,ddlat,ddlon,team_leader,locality_name,region_name1,province
240682,55810,1079,TRST001,A,in,Ado,1,trst 01,94.3,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,361744,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240683,2210,1079,TRST001,A,in,Ado,2,trst 02,12.3,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361745,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240684,2210,1079,TRST001,A,in,Ado,3,trst 02,6.9,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361746,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240685,1434,1079,TRST001,A,in,Ado,4,trst 03,22,NA,Oxyanthus,Magnoliopsida,Rubiaceae,speciosus,NA,NA,Oxyanthus speciosus,Oxyanthus speciosus DC.,361747,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240686,39086,1079,TRST001,A,in,Ado,5,trst 04,10.5,NA,Drypetes,Magnoliopsida,Putranjivaceae,henriquesii,NA,NA,Drypetes henriquesii,Drypetes henriquesii (Pax) Hutch.,361748,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240687,1434,1079,TRST001,A,in,Ado,6,trst 03,6.5,NA,Oxyanthus,Magnoliopsida,Rubiaceae,speciosus,NA,NA,Oxyanthus speciosus,Oxyanthus speciosus DC.,361749,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240688,1434,1079,TRST001,A,in,Ado,7,trst 03,9.2,NA,Oxyanthus,Magnoliopsida,Rubiaceae,speciosus,NA,NA,Oxyanthus speciosus,Oxyanthus speciosus DC.,361750,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240689,19103,1079,TRST001,A,in,Ado,8,trst 05,6.1,NA,Homalium,Magnoliopsida,Salicaceae,henriquesii,NA,NA,Homalium henriquesii,Homalium henriquesii Gilg,361751,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240690,37178,1079,TRST001,A,in,Ado,9,trst 06,17.1,NA,Aulacocalyx,Magnoliopsida,Rubiaceae,pallens,subsp.,pallens,Aulacocalyx pallens subsp. pallens,Aulacocalyx pallens (Hiern) Bridson & Figueiredo subsp. pallens,361752,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240691,37178,1079,TRST001,A,in,Ado,10,trst 06,31.4,NA,Aulacocalyx,Magnoliopsida,Rubiaceae,pallens,subsp.,pallens,Aulacocalyx pallens subsp. pallens,Aulacocalyx pallens (Hiern) Bridson & Figueiredo subsp. pallens,361753,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240692,351187,1079,TRST001,A,in,Ado,11,trst 07,35,NA,Greenwayodendron,Magnoliopsida,Annonaceae,sp.nov. Sao Tome,NA,NA,Greenwayodendron sp.nov. Sao Tome,Greenwayodendron sp.nov. Sao Tome,361754,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240693,2210,1079,TRST001,A,in,Ado,12,trst 02,10.3,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361755,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240694,1434,1079,TRST001,A,in,Ado,13,trst 03,17.3,NA,Oxyanthus,Magnoliopsida,Rubiaceae,speciosus,NA,NA,Oxyanthus speciosus,Oxyanthus speciosus DC.,361756,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240695,10819,1079,TRST001,A,in,Ado,14,trst 08,62.3,NA,Croton,Magnoliopsida,Euphorbiaceae,stelluliferus,NA,NA,Croton stelluliferus,Croton stelluliferus Hutch.,361757,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240696,2210,1079,TRST001,A,in,Ado,15,trst 02,8.6,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361758,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240697,2210,1079,TRST001,A,in,Ado,16,trst 02,11.3,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361759,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240698,2210,1079,TRST001,A,in,Ado,17,trst 02,8.8,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361760,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240699,39086,1079,TRST001,A,in,Ado,18,trst 04,5.1,NA,Drypetes,Magnoliopsida,Putranjivaceae,henriquesii,NA,NA,Drypetes henriquesii,Drypetes henriquesii (Pax) Hutch.,361761,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240700,12318,1079,TRST001,A,in,Ado,19,trst 09,102.5,NA,Olea,Magnoliopsida,Oleaceae,capensis,NA,NA,Olea capensis,Olea capensis L.,361762,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240701,3355,1079,TRST001,A,in,Ado,20,trst 10,5.2,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361763,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240702,3355,1079,TRST001,A,in,Ado,21,trst 10,8.6,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361764,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240703,3355,1079,TRST001,A,in,Ado,22,trst 10,20.9,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361765,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240704,3355,1079,TRST001,A,in,Ado,23,trst 10,27.2,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361766,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240705,3355,1079,TRST001,A,in,Ado,24,trst 10,8.8,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361767,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240706,3355,1079,TRST001,A,in,Ado,25,trst 10,10.7,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361768,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240707,3355,1079,TRST001,A,in,Ado,26,trst 10,6.7,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361769,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240708,3355,1079,TRST001,A,in,Ado,27,trst 10,61,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361770,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240709,3355,1079,TRST001,A,in,Ado,28,trst 10,8.8,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361771,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240710,22681,1079,TRST001,A,in,Ado,29,trst 11,10.3,NA,Tabernaemontana,Magnoliopsida,Apocynaceae,stenosiphon,NA,NA,Tabernaemontana stenosiphon,Tabernaemontana stenosiphon Stapf,361772,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240711,351355,1079,TRST001,A,in,Ad,30,trst 12,48.3,NA,Strombosia,Magnoliopsida,Olacaceae,sp.nov. Sao Tome,NA,NA,Strombosia sp.nov. Sao Tome,Strombosia sp.nov. Sao Tome,361773,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240712,351190,1079,TRST001,A,in,Ado,31,trst 13,32,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,361774,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240713,3355,1079,TRST001,A,in,Ado,32,trst 10,7.2,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361775,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240714,37178,1079,TRST001,A,in,Ado,33,trst 14,19.2,NA,Aulacocalyx,Magnoliopsida,Rubiaceae,pallens,subsp.,pallens,Aulacocalyx pallens subsp. pallens,Aulacocalyx pallens (Hiern) Bridson & Figueiredo subsp. pallens,361776,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240715,3355,1079,TRST001,A,in,Ado,34,trst 15,6.4,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361777,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240716,3355,1079,TRST001,A,in,Ado,35,trst 10,5.1,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361778,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240717,3355,1079,TRST001,A,in,Ado,36,trst 10,22.5,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361779,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240718,4823,1079,TRST001,A,in,Ado,37,trst 16,23.2,NA,Rhabdophyllum,Magnoliopsida,Ochnaceae,NA,NA,NA,NA,NA,361780,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240719,3355,1079,TRST001,A,in,Ado,38,trst 10,5,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361781,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240720,2210,1079,TRST001,A,in,Ado,39,trst 02,6.8,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361782,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240721,285326,1079,TRST001,A,in,Ado,40,trst 17,20.8,NA,Rauvolfia,Magnoliopsida,Apocynaceae,dichotoma,NA,NA,Rauvolfia dichotoma,Rauvolfia dichotoma K.Schum.,361783,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240722,3355,1079,TRST001,A,in,Ado,41,trst 10,6.7,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361784,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240723,4712,1079,TRST001,A,out,Ad,42,trst 18,10,NA,Syzygium,Magnoliopsida,Myrtaceae,guineense,NA,NA,Syzygium guineense,Syzygium guineense (Willd.) DC.,361785,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240724,351187,1079,TRST001,A,out,Ad,43,trst 07,37.6,NA,Greenwayodendron,Magnoliopsida,Annonaceae,sp.nov. Sao Tome,NA,NA,Greenwayodendron sp.nov. Sao Tome,Greenwayodendron sp.nov. Sao Tome,361786,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240725,351187,1079,TRST001,A,out,Ad,44,trst 07,40.1,NA,Greenwayodendron,Magnoliopsida,Annonaceae,sp.nov. Sao Tome,NA,NA,Greenwayodendron sp.nov. Sao Tome,Greenwayodendron sp.nov. Sao Tome,361787,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240726,721,1079,TRST001,A,out,Ad,45,trst 19,57.5,NA,Symphonia,Magnoliopsida,Clusiaceae,globulifera,NA,NA,Symphonia globulifera,Symphonia globulifera L.f.,361788,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240727,19103,1079,TRST001,A,out,Ad,46,trst 05,99,NA,Homalium,Magnoliopsida,Salicaceae,henriquesii,NA,NA,Homalium henriquesii,Homalium henriquesii Gilg,361789,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240728,55810,1079,TRST001,A,out,Ad,47,trst 01,78.2,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,361790,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240729,721,1079,TRST001,A,out,Ad,48,trst 19,46.8,NA,Symphonia,Magnoliopsida,Clusiaceae,globulifera,NA,NA,Symphonia globulifera,Symphonia globulifera L.f.,361791,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240730,13939,1079,TRST001,A,out,Ad,49,trst 20,55.3,NA,Trichilia,Magnoliopsida,Meliaceae,grandifolia,NA,NA,Trichilia grandifolia,Trichilia grandifolia Oliv.,361792,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240731,351187,1079,TRST001,A,out,Ad,50,trst 07,30.1,NA,Greenwayodendron,Magnoliopsida,Annonaceae,sp.nov. Sao Tome,NA,NA,Greenwayodendron sp.nov. Sao Tome,Greenwayodendron sp.nov. Sao Tome,361793,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240732,55810,1079,TRST001,A,out,Ad,51,trst 01,30,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,361794,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240733,37178,1079,TRST001,A,out,Ad,52,trst 06,42.5,NA,Aulacocalyx,Magnoliopsida,Rubiaceae,pallens,subsp.,pallens,Aulacocalyx pallens subsp. pallens,Aulacocalyx pallens (Hiern) Bridson & Figueiredo subsp. pallens,361795,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240734,12318,1079,TRST001,A,out,Ad,53,trst 09,32,NA,Olea,Magnoliopsida,Oleaceae,capensis,NA,NA,Olea capensis,Olea capensis L.,361796,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240735,55810,1079,TRST001,A,out,Ad,54,trst 01,77.2,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,361797,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240736,351187,1079,TRST001,A,out,Ad,55,trst 07,31.2,NA,Greenwayodendron,Magnoliopsida,Annonaceae,sp.nov. Sao Tome,NA,NA,Greenwayodendron sp.nov. Sao Tome,Greenwayodendron sp.nov. Sao Tome,361798,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240737,37178,1079,TRST001,A,out,Ad,56,trst 06,27,NA,Aulacocalyx,Magnoliopsida,Rubiaceae,pallens,subsp.,pallens,Aulacocalyx pallens subsp. pallens,Aulacocalyx pallens (Hiern) Bridson & Figueiredo subsp. pallens,361799,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240738,39086,1079,TRST001,A,out,Ad,57,trst 04,39.1,NA,Drypetes,Magnoliopsida,Putranjivaceae,henriquesii,NA,NA,Drypetes henriquesii,Drypetes henriquesii (Pax) Hutch.,361800,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240739,10819,1079,TRST001,A,out,Ad,58,trst 08,134,NA,Croton,Magnoliopsida,Euphorbiaceae,stelluliferus,NA,NA,Croton stelluliferus,Croton stelluliferus Hutch.,361801,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240740,19103,1079,TRST001,A,out,Ad,59,trst 05,67.5,NA,Homalium,Magnoliopsida,Salicaceae,henriquesii,NA,NA,Homalium henriquesii,Homalium henriquesii Gilg,361802,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240741,22129,1079,TRST001,A,out,Ad,60,trst 21,40.6,NA,Carapa,Magnoliopsida,Meliaceae,gogo,NA,NA,Carapa gogo,Carapa gogo A.Chev. ex Kenfack,361803,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240742,351187,1079,TRST001,A,out,Ad,61,trst 07,50.5,NA,Greenwayodendron,Magnoliopsida,Annonaceae,sp.nov. Sao Tome,NA,NA,Greenwayodendron sp.nov. Sao Tome,Greenwayodendron sp.nov. Sao Tome,361804,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240743,37178,1079,TRST001,A,out,Ad,62,trst 06,30.3,NA,Aulacocalyx,Magnoliopsida,Rubiaceae,pallens,subsp.,pallens,Aulacocalyx pallens subsp. pallens,Aulacocalyx pallens (Hiern) Bridson & Figueiredo subsp. pallens,361805,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240744,351190,1079,TRST001,A,out,Ad,63,trst 13,41.2,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,361806,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240745,3355,1079,TRST001,A,out,Ad,64,trst 10,24.9,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361807,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240746,5483,1079,TRST001,A,out,Ad,65,trst 22,65.9,NA,Celtis,Magnoliopsida,Cannabaceae,gomphophylla,NA,NA,Celtis gomphophylla,Celtis gomphophylla Baker,361808,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240747,19103,1079,TRST001,A,out,Ad,66,trst 05,88.5,NA,Homalium,Magnoliopsida,Salicaceae,henriquesii,NA,NA,Homalium henriquesii,Homalium henriquesii Gilg,361809,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240748,5483,1079,TRST001,A,out,Ad,67,trst 22,79,NA,Celtis,Magnoliopsida,Cannabaceae,gomphophylla,NA,NA,Celtis gomphophylla,Celtis gomphophylla Baker,361810,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240749,3355,1079,TRST001,B,in,Ado,1,trst 10,7.4,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361811,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240750,10819,1079,TRST001,B,in,Ado,2,trst 23,83.8,NA,Croton,Magnoliopsida,Euphorbiaceae,stelluliferus,NA,NA,Croton stelluliferus,Croton stelluliferus Hutch.,361812,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240751,2210,1079,TRST001,B,in,Ado,3,trst 02,5.1,NA,Craterispermum,Magnoliopsida,Rubiaceae,cerinanthum,NA,NA,Craterispermum cerinanthum,Craterispermum cerinanthum Hiern,361813,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240752,3355,1079,TRST001,B,in,Ado,4,trst 10,5.4,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361814,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240753,55810,1079,TRST001,B,in,Ado,5,trst 01,123,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,361815,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240754,3355,1079,TRST001,B,in,Ado,6,trst 10,16.1,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361816,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240755,3355,1079,TRST001,B,in,Ado,7,trst 10,5.7,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361817,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240756,3355,1079,TRST001,B,in,Ado,8,trst 10,7.3,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361818,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240757,3355,1079,TRST001,B,in,Ado,9,trst 10,11.7,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361819,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240758,3355,1079,TRST001,B,in,Ado,10,trst 10,9.12,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361820,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240759,3355,1079,TRST001,B,in,Ado,11,trst 10,5.8,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361821,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240760,23552,1079,TRST001,B,in,Ado,12,trst 24,12.3,NA,Belonophora,Magnoliopsida,Rubiaceae,coffeoides,NA,NA,Belonophora coffeoides,Belonophora coffeoides Hook.f.,361822,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240761,3355,1079,TRST001,B,in,Ado,13,trst 10,5.2,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361823,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240762,3355,1079,TRST001,B,in,Ado,14,trst 10,10.2,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361824,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240763,3355,1079,TRST001,B,in,Ado,15,trst 10,8.3,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361825,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240764,3355,1079,TRST001,B,in,Ado,16,trst 10,6.4,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361826,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240765,23552,1079,TRST001,B,in,Ado,17,trst 24,13.4,NA,Belonophora,Magnoliopsida,Rubiaceae,coffeoides,NA,NA,Belonophora coffeoides,Belonophora coffeoides Hook.f.,361827,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
240766,3355,1079,TRST001,B,in,Ado,18,trst 10,6.4,NA,Pseudagrostistachys,Magnoliopsida,Euphorbiaceae,africana,NA,NA,Pseudagrostistachys africana,Pseudagrostistachys africana (Müll.Arg.) Pax & K.Hoffm.,361828,7,10,2020,0.29245,6.60659,Laura Benitez,Morro claudino- Caminho fugido,São Tomé,NA
