id_n,idtax_individual_f,id_table_liste_plots_n,plot_name,sous_plot_name,position_transect,strate_cat,ind_num_sous_plot,herbarium_nbe_char,stem_diameter,issue_stem_diameter,tax_gen,tax_famclass,tax_fam,tax_esp,tax_rank01,tax_nam01,tax_infra_level,tax_infra_level_auth,id_trait_measures_stem_diameter,data_modif_d,data_modif_m,data_modif_y,ddlat,ddlon,team_leader,locality_name,region_name1,province
243243,37390,1089,TRST011,D,in,Ado,9,trst 330,7.5,NA,Grossera,Magnoliopsida,Euphorbiaceae,elongata,NA,NA,Grossera elongata,Grossera elongata Hutch.,364304,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243244,37390,1089,TRST011,D,in,Ado,10,trst 330,6.8,NA,Grossera,Magnoliopsida,Euphorbiaceae,elongata,NA,NA,Grossera elongata,Grossera elongata Hutch.,364305,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243245,37390,1089,TRST011,D,in,Ado,11,trst 330,8.6,NA,Grossera,Magnoliopsida,Euphorbiaceae,elongata,NA,NA,Grossera elongata,Grossera elongata Hutch.,364306,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243246,245,1089,TRST011,D,in,Ado,12,trst 363,12.3,NA,Heisteria,Magnoliopsida,Olacaceae,parvifolia,NA,NA,Heisteria parvifolia,Heisteria parvifolia Sm.,364307,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243247,261571,1089,TRST011,D,in,Ado,13,trst 364,16.3,NA,Mesogyne,Magnoliopsida,Moraceae,henriquesii,NA,NA,Mesogyne henriquesii,Mesogyne henriquesii Engl.,364308,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243248,37390,1089,TRST011,D,in,Ado,14,trst 330,16.6,NA,Grossera,Magnoliopsida,Euphorbiaceae,elongata,NA,NA,Grossera elongata,Grossera elongata Hutch.,364309,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243249,5893,1089,TRST011,D,in,Ado,15,trst 362,6.1,NA,Klaineanthus,Magnoliopsida,Euphorbiaceae,gabonii,NA,NA,Klaineanthus gabonii,Klaineanthus gabonii Pierre,364310,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243250,37390,1089,TRST011,D,in,Ado,16,trst 330,17.2,NA,Grossera,Magnoliopsida,Euphorbiaceae,elongata,NA,NA,Grossera elongata,Grossera elongata Hutch.,364311,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243251,26616,1089,TRST011,D,in,Ado,17,trst 333,57.2,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364312,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243252,37390,1089,TRST011,D,in,Ado,18,trst 330,19.6,NA,Grossera,Magnoliopsida,Euphorbiaceae,elongata,NA,NA,Grossera elongata,Grossera elongata Hutch.,364313,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243253,8791,1089,TRST011,D,in,Ado,19,trst 346,8.1,NA,Synsepalum,Magnoliopsida,Sapotaceae,revolutum,NA,NA,Synsepalum revolutum,Synsepalum revolutum (Baker) T.D.Penn.,364314,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243254,39086,1089,TRST011,D,in,Ado,20,trst 344,5.3,NA,Drypetes,Magnoliopsida,Putranjivaceae,henriquesii,NA,NA,Drypetes henriquesii,Drypetes henriquesii (Pax) Hutch.,364315,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243255,26616,1089,TRST011,D,in,Ado,21,trst 333,63.1,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364316,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243256,26616,1089,TRST011,D,out,Ad,22,trst 333,96.3,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364317,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243257,3171,1089,TRST011,D,out,Ad,23,trst 366,45.5,NA,Tetrorchidium,Magnoliopsida,Euphorbiaceae,didymostemon,NA,NA,Tetrorchidium didymostemon,Tetrorchidium didymostemon (Baill.) Pax & K.Hoffm.,364318,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243258,26616,1089,TRST011,D,out,Ad,24,trst 333,102,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364319,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243259,10575,1089,TRST011,D,out,Ad,25,trst 367,70,NA,Zanthoxylum,Magnoliopsida,Rutaceae,gilletii,NA,NA,Zanthoxylum gilletii,Zanthoxylum gilletii (De Wild.) P.G.Waterman,364320,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243260,10575,1089,TRST011,D,out,Ad,26,trst 367,72.5,NA,Zanthoxylum,Magnoliopsida,Rutaceae,gilletii,NA,NA,Zanthoxylum gilletii,Zanthoxylum gilletii (De Wild.) P.G.Waterman,364321,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243261,55810,1089,TRST011,D,out,Ad,27,trst 359,79,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,364322,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243262,37390,1089,TRST011,D,out,Ad,28,trst 330,36,NA,Grossera,Magnoliopsida,Euphorbiaceae,elongata,NA,NA,Grossera elongata,Grossera elongata Hutch.,364323,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243263,26616,1089,TRST011,D,out,Ad,29,trst 333,105,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364324,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243264,26616,1089,TRST011,D,out,Ad,30,trst 333,60.5,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364325,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243265,26616,1089,TRST011,D,out,Ad,31,trst 333,48.2,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364326,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243266,10575,1089,TRST011,D,out,Ad,32,trst 367,85.6,NA,Zanthoxylum,Magnoliopsida,Rutaceae,gilletii,NA,NA,Zanthoxylum gilletii,Zanthoxylum gilletii (De Wild.) P.G.Waterman,364327,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243267,2503,1089,TRST011,D,out,Ad,33,trst 334,37.5,NA,Protomegabaria,Magnoliopsida,Phyllanthaceae,stapfiana,NA,NA,Protomegabaria stapfiana,Protomegabaria stapfiana (Beille) Hutch.,364328,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243268,26616,1089,TRST011,D,out,Ad,34,trst 333,72.5,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364329,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243269,26616,1089,TRST011,D,out,Ad,35,trst 333,78.4,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364330,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243270,3171,1089,TRST011,D,out,Ad,36,trst 366,42.1,NA,Tetrorchidium,Magnoliopsida,Euphorbiaceae,didymostemon,NA,NA,Tetrorchidium didymostemon,Tetrorchidium didymostemon (Baill.) Pax & K.Hoffm.,364331,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243271,34168,1089,TRST011,D,out,Ad,37,trst 354,80.1,NA,Staudtia,Magnoliopsida,Myristicaceae,pterocarpa,NA,NA,Staudtia pterocarpa,Staudtia pterocarpa Warb.,364332,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243272,2503,1089,TRST011,D,out,Ad,38,trst 334,54.5,NA,Protomegabaria,Magnoliopsida,Phyllanthaceae,stapfiana,NA,NA,Protomegabaria stapfiana,Protomegabaria stapfiana (Beille) Hutch.,364333,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243273,26616,1089,TRST011,D,out,Ad,39,trst 333,110,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364334,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243274,26616,1089,TRST011,D,out,Ad,40,trst 333,39.5,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364335,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243275,10819,1089,TRST011,D,out,Ad,41,trst 353,64.6,NA,Croton,Magnoliopsida,Euphorbiaceae,stelluliferus,NA,NA,Croton stelluliferus,Croton stelluliferus Hutch.,364336,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243276,34168,1089,TRST011,D,out,Ad,42,trst 354,47.2,NA,Staudtia,Magnoliopsida,Myristicaceae,pterocarpa,NA,NA,Staudtia pterocarpa,Staudtia pterocarpa Warb.,364337,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243277,13063,1089,TRST011,D,out,Ad,43,trst 332,69.2,NA,Antidesma,Magnoliopsida,Phyllanthaceae,NA,NA,NA,NA,NA,364338,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243278,3746,1089,TRST011,D,out,Ad,44,trst 329,88.4,NA,Uapaca,Magnoliopsida,Phyllanthaceae,vanhouttei,NA,NA,Uapaca vanhouttei,Uapaca vanhouttei De Wild.,364339,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243279,3746,1089,TRST011,D,out,Ad,45,trst 329,44.2,NA,Uapaca,Magnoliopsida,Phyllanthaceae,vanhouttei,NA,NA,Uapaca vanhouttei,Uapaca vanhouttei De Wild.,364340,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243280,26616,1089,TRST011,D,out,Ad,46,trst 333,120,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364341,7,10,2020,0.152604,6.5682,Dilson Madre Deus,Monte Carmo,São Tomé,NA
243281,15581,1090,TRST012,A,in,Ado,1,trst 380,58.5,NA,Artocarpus,Magnoliopsida,Moraceae,altilis,NA,NA,Artocarpus altilis,Artocarpus altilis (Parkinson) Fosberg,364342,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243282,250070,1090,TRST012,A,in,Ado,2,trst 381,35,NA,Santiria,Magnoliopsida,Burseraceae,balsamifera,NA,NA,Santiria balsamifera,Santiria balsamifera Oliv.,364343,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243283,351190,1090,TRST012,A,in,Ado,3,trst 382,25,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364344,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243284,11403,1090,TRST012,A,in,Ado,4,trst 383,28,NA,Anthocleista,Magnoliopsida,Gentianaceae,NA,NA,NA,NA,NA,364345,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243285,26616,1090,TRST012,A,in,Ado,5,trst 384,46,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364346,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243286,351190,1090,TRST012,A,in,Ado,6,trst 385,35.5,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364347,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243287,250070,1090,TRST012,A,in,Ado,7,trst 386,20,NA,Santiria,Magnoliopsida,Burseraceae,balsamifera,NA,NA,Santiria balsamifera,Santiria balsamifera Oliv.,364348,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243288,351190,1090,TRST012,A,in,Ado,8,trst 387,44,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364349,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243289,351190,1090,TRST012,A,in,Ado,9,trst 388,57.5,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364350,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243290,728,1090,TRST012,A,in,Ado,10,trst 389,7,NA,Casearia,Magnoliopsida,Salicaceae,barteri,NA,NA,Casearia barteri,Casearia barteri Mast.,364351,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243291,55810,1090,TRST012,A,in,Ado,11,trst 390,11.5,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,364352,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243292,55810,1090,TRST012,A,in,Ado,12,trst 390,9.15,NA,Chrysophyllum,Magnoliopsida,Sapotaceae,africanum,NA,NA,Chrysophyllum africanum,Chrysophyllum africanum A.DC.,364353,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243293,55,1090,TRST012,A,in,Ado,13,trst 392,46,NA,Elaeis,Magnoliopsida,Arecaceae,guineensis,NA,NA,Elaeis guineensis,Elaeis guineensis Jacq.,364354,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243294,18657,1090,TRST012,A,in,Ado,14,trst 393,32,NA,Cleistanthus,Magnoliopsida,Phyllanthaceae,libericus,NA,NA,Cleistanthus libericus,Cleistanthus libericus N.E.Br.,364355,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243295,18657,1090,TRST012,A,in,Ado,15,trst 394,18,NA,Cleistanthus,Magnoliopsida,Phyllanthaceae,libericus,NA,NA,Cleistanthus libericus,Cleistanthus libericus N.E.Br.,364356,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243296,728,1090,TRST012,A,in,Ado,16,trst 395,9,NA,Casearia,Magnoliopsida,Salicaceae,barteri,NA,NA,Casearia barteri,Casearia barteri Mast.,364357,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243297,2351,1090,TRST012,A,in,Ado,17,trst 396,7,NA,Funtumia,Magnoliopsida,Apocynaceae,africana,NA,NA,Funtumia africana,Funtumia africana (Benth.) Stapf,364358,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243298,728,1090,TRST012,A,in,Ado,18,trst 395,18,NA,Casearia,Magnoliopsida,Salicaceae,barteri,NA,NA,Casearia barteri,Casearia barteri Mast.,364359,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243299,728,1090,TRST012,A,in,Ado,19,trst 399,11,NA,Casearia,Magnoliopsida,Salicaceae,barteri,NA,NA,Casearia barteri,Casearia barteri Mast.,364360,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243300,351190,1090,TRST012,A,out,Ad,20,trst 400,54,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364361,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243301,2646,1090,TRST012,A,out,Ad,21,trst 401,57,NA,Treculia,Magnoliopsida,Moraceae,africana,NA,NA,Treculia africana,Treculia africana Decne.,364362,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243302,2380,1090,TRST012,A,out,Ad,22,trst 402,133,NA,Idertia,Magnoliopsida,Ochnaceae,axillaris,NA,NA,Idertia axillaris,Idertia axillaris (Oliv.) Farron,364363,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243303,18657,1090,TRST012,A,out,Ad,23,trst 403,127,NA,Cleistanthus,Magnoliopsida,Phyllanthaceae,libericus,NA,NA,Cleistanthus libericus,Cleistanthus libericus N.E.Br.,364364,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243304,11580,1090,TRST012,A,out,Ad,24,trst 404,28.5,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364365,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243305,351190,1090,TRST012,A,out,Ad,25,trst 405,54,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364366,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243306,351190,1090,TRST012,A,out,Ad,26,trst 406,33.5,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364367,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243307,10819,1090,TRST012,A,out,Ad,27,trst 407,107,NA,Croton,Magnoliopsida,Euphorbiaceae,stelluliferus,NA,NA,Croton stelluliferus,Croton stelluliferus Hutch.,364368,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243308,351190,1090,TRST012,A,out,Ad,28,trst 408,44,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364369,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243309,11580,1090,TRST012,A,out,Ad,29,trst 409,46,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364370,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243310,18657,1090,TRST012,A,out,Ad,30,trst 410,263,NA,Cleistanthus,Magnoliopsida,Phyllanthaceae,libericus,NA,NA,Cleistanthus libericus,Cleistanthus libericus N.E.Br.,364371,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243311,11580,1090,TRST012,A,out,Ad,31,trst 411,61,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364372,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243312,11580,1090,TRST012,A,out,Ad,32,trst 412,87.5,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364373,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243313,26616,1090,TRST012,A,out,Ad,33,trst 413,37.5,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,NA,NA,NA,NA,NA,364374,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243314,55,1090,TRST012,A,out,Ad,34,trst 414,47.2,NA,Elaeis,Magnoliopsida,Arecaceae,guineensis,NA,NA,Elaeis guineensis,Elaeis guineensis Jacq.,364375,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243315,11580,1090,TRST012,A,out,Ad,35,trst 415,85.5,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364376,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243316,55,1090,TRST012,A,out,Ad,36,trst 416,31,NA,Elaeis,Magnoliopsida,Arecaceae,guineensis,NA,NA,Elaeis guineensis,Elaeis guineensis Jacq.,364377,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243317,351190,1090,TRST012,A,out,Ad,37,trst 417,54,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364378,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243318,351190,1090,TRST012,A,out,Ad,38,trst 418,39,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364379,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243319,11580,1090,TRST012,A,out,Ad,39,trst 419,100,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364380,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243320,11580,1090,TRST012,A,out,Ad,40,trst 420,90,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364381,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243321,351190,1090,TRST012,A,out,Ad,41,trst 421,55,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364382,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243322,351190,1090,TRST012,A,out,Ad,42,trst 423,102,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364383,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243323,351190,1090,TRST012,A,out,Ad,43,trst 423,50,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364384,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243324,351190,1090,TRST012,A,out,Ad,44,trst 424,43.5,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,364385,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243325,1308,1090,TRST012,B,in,Ado,1,trst 425,16,NA,Pauridiantha,Magnoliopsida,Rubiaceae,floribunda,NA,NA,Pauridiantha floribunda,Pauridiantha floribunda (K.Schum. & K.Krause) Bremek.,364386,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243326,4171,1090,TRST012,B,in,Ado,2,trst 426,6.2,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,klaineanum,NA,NA,Scytopetalum klaineanum,Scytopetalum klaineanum Pierre,364387,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243327,4171,1090,TRST012,B,in,Ado,3,trst 426,11.3,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,klaineanum,NA,NA,Scytopetalum klaineanum,Scytopetalum klaineanum Pierre,364388,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243328,1947,1090,TRST012,B,in,Ado,4,trst 427,28.5,NA,Amanoa,Magnoliopsida,Phyllanthaceae,bracteosa,NA,NA,Amanoa bracteosa,Amanoa bracteosa Planch.,364389,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243329,11580,1090,TRST012,B,in,Ado,5,trst 415,30.5,NA,Pycnanthus,Magnoliopsida,Myristicaceae,angolensis,NA,NA,Pycnanthus angolensis,Pycnanthus angolensis (Welw.) Warb.,364390,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243330,4171,1090,TRST012,B,in,Ado,6,trst 426,28.2,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,klaineanum,NA,NA,Scytopetalum klaineanum,Scytopetalum klaineanum Pierre,364391,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243331,1947,1090,TRST012,B,in,Ado,7,trst 427,10.6,NA,Amanoa,Magnoliopsida,Phyllanthaceae,bracteosa,NA,NA,Amanoa bracteosa,Amanoa bracteosa Planch.,364392,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243332,4171,1090,TRST012,B,in,Ado,8,trst 426,6.9,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,klaineanum,NA,NA,Scytopetalum klaineanum,Scytopetalum klaineanum Pierre,364393,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243333,2351,1090,TRST012,B,in,Ado,9,trst 428,33.9,NA,Funtumia,Magnoliopsida,Apocynaceae,africana,NA,NA,Funtumia africana,Funtumia africana (Benth.) Stapf,364394,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243334,1947,1090,TRST012,B,in,Ado,10,trst 427,16.1,NA,Amanoa,Magnoliopsida,Phyllanthaceae,bracteosa,NA,NA,Amanoa bracteosa,Amanoa bracteosa Planch.,364395,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243335,4171,1090,TRST012,B,in,Ado,11,trst 426,5.6,NA,Scytopetalum,Magnoliopsida,Lecythidaceae,klaineanum,NA,NA,Scytopetalum klaineanum,Scytopetalum klaineanum Pierre,364396,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243336,728,1090,TRST012,B,in,Ado,12,trst 429,24.6,NA,Casearia,Magnoliopsida,Salicaceae,barteri,NA,NA,Casearia barteri,Casearia barteri Mast.,364397,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243337,1947,1090,TRST012,B,in,Ado,13,trst 427,6.4,NA,Amanoa,Magnoliopsida,Phyllanthaceae,bracteosa,NA,NA,Amanoa bracteosa,Amanoa bracteosa Planch.,364398,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
243338,1947,1090,TRST012,B,in,Ado,14,trst 427,9.3,NA,Amanoa,Magnoliopsida,Phyllanthaceae,bracteosa,NA,NA,Amanoa bracteosa,Amanoa bracteosa Planch.,364399,7,10,2020,0.119783,6.57379,Maria Do Ceu Madureira,Base do Pico Cão Grande,São Tomé,NA
